"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Wilchingen SH","In Wilchingen hat die Pensionskassenreform keine Mehrheit gefunden: 84 Prozent haben die Vorlage abgelehnt. Damit ist in Wilchingen die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 67,3 Prozent.","Wilchingen (SH)","C'est non à la réforme de la LPP à Wilchingen. Les habitants ont refusé le texte à 84 pour cent. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Wilchingen à une adaptation du taux de conversion était alors de 67,3 pour cent.","Wilchingen (SH)","Gli elettori di Wilchingen si sono mostrati scettici nei confronti della riforma LPP, che è stata respinta con il 84 per cento di voti contrari. Il rifiuto della riforma LPP a Wilchingen si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 67,3 per cento dei cittadini."
"Herisau AR","Herisau hat die Pensionskassenreform mit 56,4 Prozent Nein-Stimmen verworfen. Damit hat die Ablehung in Herisau im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 69,8 Prozent.","Herisau (AR)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Herisau. Ils ont refusé le texte à 56,4 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Herisau avaient alors dit non à 69,8 pour cent à une adaptation du taux de conversion.","Herisau (AR)","la riforma LPP è stata respinta a Herisau, dove ha riscosso il 56,4 per cento di ""no"". Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 69,8 per cento degli abitanti di Herisau aveva respinto un adeguamento dell'aliquota minima di conversione."
"Hundwil AR","Ja zur Pensionskassenreform in Hundwil. Die Gemeinde hat Vorlage mit 91 Prozent der Stimmen angenommen. Damit hat in Hundwil seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 59,6 Prozent ein Nein in die Urne gelegt.","Hundwil (AR)","Les habitants de Hundwil soutiennent à 91 pour cent la réforme de la LPP. Avec ce résultat, Hundwil bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 59,6 pour cent des voix.","Hundwil (AR)","Gli elettori di Hundwil si sono mostrati favorevoli alla riforma LPP, che ha ricevuto il 91 per cento di ""sì"". Con questo risultato, Hundwil si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 59,6 per cento dei voti contrari.
"
"Schönengrund AR","50,6 Prozent der Stimmbürgerinnen und Stimmbürger von Schönengrund haben sich für die Pensionskassenreform ausgesprochen. Damit hat in Schönengrund seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 56,7 Prozent ein Nein in die Urne gelegt.","Schönengrund (AR)","A Schönengrund, les habitants disent oui à  50,6 pour cent à la réforme de la LPP. Avec ce résultat, Schönengrund bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 56,7 pour cent des voix.","Schönengrund (AR)","Nel comune di Schönengrund, i cittadini hanno accolto la riforma LPP con il 50,6 per cento di voti favorevoli. Con questo risultato, Schönengrund si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 56,7 per cento dei voti contrari.
"
"Schwellbrunn AR","Schwellbrunn ist gegen die Pensionskassenreform: Die Gemeinde hat die Vorlage mit 74,1 Prozent Nein verworfen. Damit ist in Schwellbrunn die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 66,1 Prozent.","Schwellbrunn (AR)","La réforme de la LPP est refusée à 74,1 pour cent à Schwellbrunn. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Schwellbrunn à une adaptation du taux de conversion était alors de 66,1 pour cent.","Schwellbrunn (AR)","I cittadini di Schwellbrunn hanno respinto la riforma LPP con il 74,1 per cento di voti contrari. Il rifiuto della riforma LPP a Schwellbrunn si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 66,1 per cento dei cittadini."
"Stein AR","61,6 Prozent der Stimmbürgerinnen und Stimmbürger von Stein AR haben sich gegen die Pensionskassenreform ausgesprochen. Damit hat die Ablehung in Stein AR im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 66,9 Prozent.","Stein (AR)","A Stein (AR), les citoyens rejettent à 61,6 pour cent la réforme de la LPP. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Stein (AR) avaient alors dit non à 66,9 pour cent à une adaptation du taux de conversion.","Stein (AR)","Nel comune di Stein AR, i cittadini hanno respinto la riforma LPP con il 61,6 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 66,9 per cento degli abitanti di Stein AR aveva respinto un adeguamento dell'aliquota minima di conversione."
"Urnäsch AR","Urnäsch ist gegen die Pensionskassenreform: Die Gemeinde hat die Vorlage mit 50 Prozent Nein verworfen. Damit hat die Ablehung in Urnäsch im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 61,6 Prozent.","Urnäsch (AR)","La réforme de la LPP est refusée à 50 pour cent à Urnäsch. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants d'Urnäsch avaient alors dit non à 61,6 pour cent à une adaptation du taux de conversion.","Urnäsch (AR)","I cittadini di Urnäsch hanno respinto la riforma LPP con il 50 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 61,6 per cento degli abitanti di Urnäsch aveva respinto un adeguamento dell'aliquota minima di conversione."
"Waldstatt AR","52 Prozent der Stimmbürgerinnen und Stimmbürger in Waldstatt haben Ja gesagt zur Pensionskassenreform. Damit hat in Waldstatt seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 64,4 Prozent ein Nein in die Urne gelegt.","Waldstatt (AR)","Les habitants de Waldstatt acceptent avec 52 pour cent de oui la réforme de la LPP. Avec ce résultat, Waldstatt bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 64,4 pour cent des voix.","Waldstatt (AR)","Il 52 per cento degli elettori di Waldstatt ha accolto la riforma LPP. Con questo risultato, Waldstatt si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 64,4 per cento dei voti contrari.
"
"Bühler AR","In Bühler hat die Pensionskassenreform keine Mehrheit gefunden: 54,2 Prozent haben die Vorlage abgelehnt. Damit hat die Ablehung in Bühler im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 64 Prozent.","Bühler (AR)","C'est non à la réforme de la LPP à Bühler. Les habitants ont refusé le texte à 54,2 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Bühler avaient alors dit non à 64 pour cent à une adaptation du taux de conversion.","Bühler (AR)","Gli elettori di Bühler si sono mostrati scettici nei confronti della riforma LPP, che è stata respinta con il 54,2 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 64 per cento degli abitanti di Bühler aveva respinto un adeguamento dell'aliquota minima di conversione."
"Gais AR","Mit 734 Nein zu 46 Ja haben die Stimmbürgerinnen und Stimmbürger von Gais die Pensionskassenreform abgelehnt. Das sind 94,1 Prozent. Damit ist in Gais die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 66 Prozent.","Gais (AR)","La population de Gais rejette à 94,1 pour cent des voix la réforme de la LPP. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Gais à une adaptation du taux de conversion était alors de 66 pour cent.","Gais (AR)","A Gais gli abitanti si sono opposti alla riforma LPP con il 94,1 per cento di voti a sfavore. Il rifiuto della riforma LPP a Gais si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 66 per cento dei cittadini."
"Speicher AR","Ja zur Pensionskassenreform in Speicher. Die Gemeinde hat Vorlage mit 61,6 Prozent der Stimmen angenommen. Damit hat in Speicher seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 68,8 Prozent ein Nein in die Urne gelegt.","Speicher (AR)","Les habitants de Speicher soutiennent à 61,6 pour cent la réforme de la LPP. Avec ce résultat, Speicher bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 68,8 pour cent des voix.","Speicher (AR)","Gli elettori di Speicher si sono mostrati favorevoli alla riforma LPP, che ha ricevuto il 61,6 per cento di ""sì"". Con questo risultato, Speicher si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 68,8 per cento dei voti contrari.
"
"Teufen AR","66,2 Prozent der Stimmbürgerinnen und Stimmbürger von Teufen AR haben sich gegen die Pensionskassenreform ausgesprochen. Damit ist in Teufen AR die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 61,1 Prozent.","Teufen (AR)","A Teufen (AR), les citoyens rejettent à 66,2 pour cent la réforme de la LPP. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Teufen (AR) à une adaptation du taux de conversion était alors de 61,1 pour cent.","Teufen (AR)","Nel comune di Teufen AR, i cittadini hanno respinto la riforma LPP con il 66,2 per cento di voti contrari. Il rifiuto della riforma LPP a Teufen AR si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 61,1 per cento dei cittadini."
"Trogen AR","Mit 59,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Trogen für die Pensionskassenreform gestimmt. Damit hat in Trogen seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 67,1 Prozent ein Nein in die Urne gelegt.","Trogen (AR)","La population de Trogen approuve à 59,6 pour cent la réforme de la LPP. Avec ce résultat, Trogen bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 67,1 pour cent des voix.","Trogen (AR)","I cittadini di Trogen hanno accolto la riforma LPP con il 59,6 per cento di voti a favore. Con questo risultato, Trogen si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 67,1 per cento dei voti contrari.
"
"Grub AR","Grub AR hat die Pensionskassenreform mit 70,7 Prozent Nein-Stimmen verworfen. Damit hat die Ablehung in Grub AR im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 77,9 Prozent.","Grub (AR)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Grub (AR). Ils ont refusé le texte à 70,7 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Grub (AR) avaient alors dit non à 77,9 pour cent à une adaptation du taux de conversion.","Grub (AR)","la riforma LPP è stata respinta a Grub AR, dove ha riscosso il 70,7 per cento di ""no"". Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 77,9 per cento degli abitanti di Grub AR aveva respinto un adeguamento dell'aliquota minima di conversione."
"Heiden AR","In Heiden hat die Pensionskassenreform keine Mehrheit gefunden: 95 Prozent haben die Vorlage abgelehnt. Damit ist in Heiden die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 72,3 Prozent.","Heiden (AR)","C'est non à la réforme de la LPP à Heiden. Les habitants ont refusé le texte à 95 pour cent. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Heiden à une adaptation du taux de conversion était alors de 72,3 pour cent.","Heiden (AR)","Gli elettori di Heiden si sono mostrati scettici nei confronti della riforma LPP, che è stata respinta con il 95 per cento di voti contrari. Il rifiuto della riforma LPP a Heiden si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 72,3 per cento dei cittadini."
"Lutzenberg AR","Mit 1'856 Nein zu 1'464 Ja haben die Stimmbürgerinnen und Stimmbürger von Lutzenberg die Pensionskassenreform abgelehnt. Das sind 55,9 Prozent. Damit hat die Ablehung in Lutzenberg im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 74,6 Prozent.","Lutzenberg (AR)","La population de Lutzenberg rejette à 55,9 pour cent des voix la réforme de la LPP. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Lutzenberg avaient alors dit non à 74,6 pour cent à une adaptation du taux de conversion.","Lutzenberg (AR)","A Lutzenberg gli abitanti si sono opposti alla riforma LPP con il 55,9 per cento di voti a sfavore. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 74,6 per cento degli abitanti di Lutzenberg aveva respinto un adeguamento dell'aliquota minima di conversione."
"Rehetobel AR","Die Pensionskassenreform ist in Rehetobel mit 65,3 Prozent der Stimmen angenommen worden. Damit hat in Rehetobel seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 71,1 Prozent ein Nein in die Urne gelegt.","Rehetobel (AR)","La réforme de la LPP est approuvée à Rehetobel par 65,3 pour cent des votants. Avec ce résultat, Rehetobel bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 71,1 pour cent des voix.","Rehetobel (AR)","A Rehetobel gli abitanti hanno accolto la riforma LPP con il 65,3 per cento di ""sì"". Con questo risultato, Rehetobel si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 71,1 per cento dei voti contrari.
"
"Reute AR","68,1 Prozent der Stimmbürgerinnen und Stimmbürger von Reute AR haben sich gegen die Pensionskassenreform ausgesprochen. Damit hat die Ablehung in Reute AR im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 75 Prozent.","Reute (AR)","A Reute (AR), les citoyens rejettent à 68,1 pour cent la réforme de la LPP. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Reute (AR) avaient alors dit non à 75 pour cent à une adaptation du taux de conversion.","Reute (AR)","Nel comune di Reute AR, i cittadini hanno respinto la riforma LPP con il 68,1 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 75 per cento degli abitanti di Reute AR aveva respinto un adeguamento dell'aliquota minima di conversione."
"Wald AR","88,8 Prozent der Stimmbürgerinnen und Stimmbürger in Wald AR haben Ja gesagt zur Pensionskassenreform. Damit hat in Wald AR seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 70 Prozent ein Nein in die Urne gelegt.","Wald (AR)","Les habitants de Wald (AR) acceptent avec 88,8 pour cent de oui la réforme de la LPP. Avec ce résultat, Wald (AR) bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 70 pour cent des voix.","Wald (AR)","Il 88,8 per cento degli elettori di Wald AR ha accolto la riforma LPP. Con questo risultato, Wald AR si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 70 per cento dei voti contrari.
"
"Walzenhausen AR","60,2 Prozent der Stimmbürgerinnen und Stimmbürger von Walzenhausen haben sich gegen die Pensionskassenreform ausgesprochen. Damit hat die Ablehung in Walzenhausen im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 69,1 Prozent.","Walzenhausen (AR)","A Walzenhausen, les citoyens rejettent à 60,2 pour cent la réforme de la LPP. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Walzenhausen avaient alors dit non à 69,1 pour cent à une adaptation du taux de conversion.","Walzenhausen (AR)","Nel comune di Walzenhausen, i cittadini hanno respinto la riforma LPP con il 60,2 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 69,1 per cento degli abitanti di Walzenhausen aveva respinto un adeguamento dell'aliquota minima di conversione."
"Wolfhalden AR","In Wolfhalden hat die Pensionskassenreform keine Mehrheit gefunden: 55,8 Prozent haben die Vorlage abgelehnt. Damit hat die Ablehung in Wolfhalden im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 71,3 Prozent.","Wolfhalden (AR)","C'est non à la réforme de la LPP à Wolfhalden. Les habitants ont refusé le texte à 55,8 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Wolfhalden avaient alors dit non à 71,3 pour cent à une adaptation du taux de conversion.","Wolfhalden (AR)","Gli elettori di Wolfhalden si sono mostrati scettici nei confronti della riforma LPP, che è stata respinta con il 55,8 per cento di voti contrari. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 71,3 per cento degli abitanti di Wolfhalden aveva respinto un adeguamento dell'aliquota minima di conversione."
"Appenzell AI","Mit 8'181 Ja zu 3'674 Nein hat sich Appenzell für die Pensionskassenreform ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 69 Prozent. Damit hat in Appenzell seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 57,5 Prozent ein Nein in die Urne gelegt.","Appenzell (AI)","Appenzell dit oui à 69 pour cent à de la réforme de la LPP. Avec ce résultat, Appenzell bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 57,5 pour cent des voix.","Appenzello (AI)","Gli abitanti di Appenzello hanno accolto la riforma LPP con il 69 per cento di ""sì"". Con questo risultato, Appenzello si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 57,5 per cento dei voti contrari.
"
"Gonten AI","In Gonten ist die Pensionskassenreform mit 79,5 Prozent gescheitert. Damit hat Gonten seine Meinung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 geändert: Damals hatte noch eine Mehrheit von 51,4 Prozent ein Ja in die Urne gelegt.","Gonten (AI)","La réforme de la LPP n'a pas convaincu à Gonten. Les citoyens de la commune ont refusé le texte à 79,5 pour cent. En près de quinze ans, la commune a ainsi changé de camp en matière de réforme de la LPP. Gonten avait rejeté une adaptation du taux de conversion à 48,6 pour cent en 2010.","Gonten (AI)","Il 79,5 per cento degli elettori di Gonten ha respinto la riforma LPP. In quasi quindici anni, gli abitanti del comune hanno cambiato opinione in materia di riforma LPP. All'epoca, nel 2010, Gonten aveva accolto un adeguamento dell'aliquota minima di conversione con il 51,4 per cento di voti a favore."
"Schlatt-Haslen AI","Mit 5'173 Nein zu 1'527 Ja haben die Stimmbürgerinnen und Stimmbürger von Schlatt-Haslen die Pensionskassenreform abgelehnt. Das sind 77,2 Prozent. Damit ist in Schlatt-Haslen die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 55,8 Prozent.","Schlatt-Haslen (AI)","La population de Schlatt-Haslen rejette à 77,2 pour cent des voix la réforme de la LPP. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Schlatt-Haslen à une adaptation du taux de conversion était alors de 55,8 pour cent.","Schlatt-Haslen (AI)","A Schlatt-Haslen gli abitanti si sono opposti alla riforma LPP con il 77,2 per cento di voti a sfavore. Il rifiuto della riforma LPP a Schlatt-Haslen si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 55,8 per cento dei cittadini."
"Oberegg AI","Mit 1'025 Nein zu 943 Ja haben die Stimmbürgerinnen und Stimmbürger von Oberegg die Pensionskassenreform abgelehnt. Das sind 52,1 Prozent. Damit hat die Ablehung in Oberegg im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 71,2 Prozent.","Oberegg (AI)","La population d'Oberegg rejette à 52,1 pour cent des voix la réforme de la LPP. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants d'Oberegg avaient alors dit non à 71,2 pour cent à une adaptation du taux de conversion.","Oberegg (AI)","A Oberegg gli abitanti si sono opposti alla riforma LPP con il 52,1 per cento di voti a sfavore. Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 71,2 per cento degli abitanti di Oberegg aveva respinto un adeguamento dell'aliquota minima di conversione."
"Schwende-Rüti AI","Schwende-Rüti hat die Pensionskassenreform mit 66,8 Prozent Nein-Stimmen verworfen. Damit ist in Schwende-Rüti die Ablehnung im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 gestiegen. Damals betrug der Nein-Stimmen-Anteil 55,9 Prozent.","Schwende-Rüti (AI)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Schwende-Rüti. Ils ont refusé le texte à 66,8 pour cent. Le refus de la réforme de la LPP est plus fort que celui d'une précédente réforme en 2010. La proportion de ""non"" à Schwende-Rüti à une adaptation du taux de conversion était alors de 55,9 pour cent.","Schwende-Rüti (AI)","la riforma LPP è stata respinta a Schwende-Rüti, dove ha riscosso il 66,8 per cento di ""no"". Il rifiuto della riforma LPP a Schwende-Rüti si è mostrato più forte rispetto a quanto verificatosi nella votazione del 2010, quando a votare ""no"" a un adeguamento del asso di conversione era stato il 55,9 per cento dei cittadini."
"Häggenschwil SG","Häggenschwil hat die Pensionskassenreform mit 55,6 Prozent Nein-Stimmen verworfen. Damit hat die Ablehung in Häggenschwil im Vergleich zur letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 weiter abgenommen. Damals betrug der Nein-Stimmen-Anteil noch 59,6 Prozent.","Häggenschwil (SG)","La réforme de la LPP n'a pas trouvé grâce aux yeux des citoyens de Häggenschwil. Ils ont refusé le texte à 55,6 pour cent. Le rejet de la loi est toutefois moins fort que celui de la précédente réforme en 2010. Les habitants de Häggenschwil avaient alors dit non à 59,6 pour cent à une adaptation du taux de conversion.","Häggenschwil (SG)","la riforma LPP è stata respinta a Häggenschwil, dove ha riscosso il 55,6 per cento di ""no"". Il rifiuto della riforma LPP è meno forte rispetto a quanto avvenuto durante la votazione del 2010, momento in cui il 59,6 per cento degli abitanti di Häggenschwil aveva respinto un adeguamento dell'aliquota minima di conversione."
"Muolen SG","Mit 50,2 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Muolen für die Pensionskassenreform gestimmt. Damit hat in Muolen seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 56,5 Prozent ein Nein in die Urne gelegt.","Muolen (SG)","La population de Muolen approuve à 50,2 pour cent la réforme de la LPP. Avec ce résultat, Muolen bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 56,5 pour cent des voix.","Muolen (SG)","I cittadini di Muolen hanno accolto la riforma LPP con il 50,2 per cento di voti a favore. Con questo risultato, Muolen si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 56,5 per cento dei voti contrari.
"
"St. Gallen SG","Mit 9'708 Ja zu 265 Nein hat sich St. Gallen für die Pensionskassenreform ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 97,3 Prozent. Damit hat in St. Gallen seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 68,9 Prozent ein Nein in die Urne gelegt.","Saint-Gall (SG)","Saint-Gall dit oui à 97,3 pour cent à de la réforme de la LPP. Avec ce résultat, Saint-Gall bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 68,9 pour cent des voix.","San Gallo (SG)","Gli abitanti di San Gallo hanno accolto la riforma LPP con il 97,3 per cento di ""sì"". Con questo risultato, San Gallo si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 68,9 per cento dei voti contrari.
"
"Wittenbach SG","Wittenbach hat die Pensionskassenreform angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 71,5 Prozent zu. Damit hat in Wittenbach seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 69,8 Prozent ein Nein in die Urne gelegt.","Wittenbach (SG)","La réforme de la LPP passe la rampe avec 71,5 pour cent de oui à Wittenbach. Avec ce résultat, Wittenbach bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 69,8 pour cent des voix.","Wittenbach (SG)","la riforma LPP è stata accolta a Wittenbach, dove ha riscosso il 71,5 per cento di voti a favore. Con questo risultato, Wittenbach si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 69,8 per cento dei voti contrari.
"
"Berg SG","Mit 76,8 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Berg SG für die Pensionskassenreform gestimmt. Damit hat in Berg SG seit der letzten Abstimmung über die berufliche Vorsorge im Jahr 2010 ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 72,4 Prozent ein Nein in die Urne gelegt.","Berg (SG)","La population de Berg (SG) approuve à 76,8 pour cent la réforme de la LPP. Avec ce résultat, Berg (SG) bascule dans le camp du oui. La commune avait rejeté une précédente réforme de la LPP en 2010 avec 72,4 pour cent des voix.","Berg (SG)","I cittadini di Berg SG hanno accolto la riforma LPP con il 76,8 per cento di voti a favore. Con questo risultato, Berg SG si colloca nello schieramento dei fautori della LPP. Nel 2010 il comune aveva respinto la riforma LPP con il 72,4 per cento dei voti contrari.
"
